Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Agg Entropy (bits),Avg Entropy (bits),BW 90% (Hz),Center Freq (Hz),Delta Time (s),Freq 5% (Hz),Freq 95% (Hz),Max Freq (Hz),Begin File,Begin Path,Signal Type,Song ID,num notes,num unique notes,buzzy or clear,Song ID,Source
3,Waveform 1,1,54.25511248,55.97189017,3132,8944.2,,,,,1.717,,,,50325_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/50325_44k.wav,song,6,11,5,buzzy,50325,Macauley Library
3,Spectrogram 1,1,54.25511248,55.97189017,3132,8944.2,4.009,2.822,1722.7,5426.4,1.717,3876,5598.6,5598.6,50325_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/50325_44k.wav,song,6,11,5,buzzy,50325,Macauley Library
3,Selection Spectrum 1,1,54.25511248,55.97189017,3132,8944.2,4.01,4.01,1808.8,5426.4,1.717,3876,5684.8,5512.5,50325_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/50325_44k.wav,song,6,11,5,buzzy,50325,Macauley Library
1,Waveform 1,1,92.26296562,93.81740609,3392.5,7267.5,,,,,1.554,,,,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,8,6,3,clear,51226,Macauley Library
1,Spectrogram 1,1,92.26296562,93.81740609,3392.5,7267.5,3.799,1.997,1894.9,4995.7,1.554,4823.4,6718.4,4823.4,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,8,6,3,clear,51226,Macauley Library
1,Selection Spectrum 1,1,92.26296562,93.81740609,3392.5,7267.5,3.801,3.801,1894.9,4995.7,1.554,4823.4,6718.4,4909.6,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,8,6,3,clear,51226,Macauley Library
2,Waveform 1,1,14.65656703,16.20932338,3657.6,7042.6,,,,,1.553,,,,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,2,6,3,clear,51226,Macauley Library
2,Spectrogram 1,1,14.65656703,16.20932338,3657.6,7042.6,3.98,1.916,1722.7,5426.4,1.553,4823.4,6546.1,5684.8,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,2,6,3,clear,51226,Macauley Library
2,Selection Spectrum 1,1,14.65656703,16.20932338,3657.6,7042.6,3.985,3.985,1722.7,5426.4,1.553,4823.4,6546.1,5426.4,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,2,6,3,clear,51226,Macauley Library
3,Waveform 1,1,64.85361088,66.40973547,3301.3,7799.8,,,,,1.556,,,,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,4,6,3,clear,51226,Macauley Library
3,Spectrogram 1,1,64.85361088,66.40973547,3301.3,7799.8,4.068,2.156,1981.1,5340.2,1.556,4823.4,6804.5,5426.4,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,4,6,3,clear,51226,Macauley Library
3,Selection Spectrum 1,1,64.85361088,66.40973547,3301.3,7799.8,4.067,4.067,1981.1,5340.2,1.556,4823.4,6804.5,4909.6,51226_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51226_44k.wav,song,4,6,3,clear,51226,Macauley Library
1,Spectrogram 1,1,23.47829368,24.84353882,3224.4,6803.1,3.882,1.945,1378.1,4823.4,1.365,4392.8,5770.9,4823.4,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,2,9,5,clear,51236,Macauley Library
1,Selection Spectrum 1,1,23.47829368,24.84353882,3224.4,6803.1,3.882,3.882,1636.5,4823.4,1.365,4392.8,6029.3,4823.4,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,2,9,5,clear,51236,Macauley Library
1,Waveform 1,1,23.47829368,24.84353882,3224.4,6803.1,,,,,1.365,,,,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,2,9,5,clear,51236,Macauley Library
2,Selection Spectrum 1,1,7.176489968,8.533440788,3345.9,6990.1,3.839,3.839,1894.9,4909.6,1.357,4651.2,6546.1,4737.3,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,1,9,5,clear,51236,Macauley Library
2,Spectrogram 1,1,7.176489968,8.533440788,3345.9,6990.1,3.851,1.902,1894.9,4909.6,1.357,4651.2,6546.1,5426.4,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,1,9,5,clear,51236,Macauley Library
2,Waveform 1,1,7.176489968,8.533440788,3345.9,6990.1,,,,,1.357,,,,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,1,9,5,clear,51236,Macauley Library
3,Selection Spectrum 1,1,43.26154111,44.3845921,3345.9,6990.1,4.272,4.272,2325.6,5426.4,1.123,4306.6,6632.2,6546.1,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,3,7,5,clear,51236,Macauley Library
3,Spectrogram 1,1,43.26154111,44.3845921,3345.9,6990.1,4.278,1.888,2325.6,5426.4,1.123,4306.6,6632.2,6632.2,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,3,7,5,clear,51236,Macauley Library
3,Waveform 1,1,43.26154111,44.3845921,3345.9,6990.1,,,,,1.123,,,,51236_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51236_44k.wav,song,3,7,5,clear,51236,Macauley Library
1,Waveform 1,1,23.9134392,25.59706843,3136.8,7387,,,,,1.684,,,,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,2,6,3,clear,51237,Macauley Library
1,Spectrogram 1,1,23.9134392,25.59706843,3136.8,7387,4.114,1.925,1808.8,4995.7,1.684,4737.3,6546.1,4909.6,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,2,6,3,clear,51237,Macauley Library
1,Selection Spectrum 1,1,23.9134392,25.59706843,3136.8,7387,4.118,4.118,1808.8,4995.7,1.684,4737.3,6546.1,4909.6,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,2,6,3,clear,51237,Macauley Library
2,Waveform 1,1,7.485919535,9.124676631,3327.1,7323.6,,,,,1.639,,,,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,1,6,3,clear,51237,Macauley Library
2,Spectrogram 1,1,7.485919535,9.124676631,3327.1,7323.6,4.144,1.932,1808.8,4909.6,1.639,4651.2,6460,4823.4,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,1,6,3,clear,51237,Macauley Library
2,Selection Spectrum 1,1,7.485919535,9.124676631,3327.1,7323.6,4.139,4.139,1808.8,4909.6,1.639,4651.2,6460,4823.4,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,1,6,3,clear,51237,Macauley Library
3,Waveform 1,1,43.30709699,44.9780643,3362.1,7358.6,,,,,1.671,,,,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,3,6,3,clear,51237,Macauley Library
3,Spectrogram 1,1,43.30709699,44.9780643,3362.1,7358.6,3.96,1.954,1808.8,4909.6,1.671,4651.2,6460,4823.4,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,3,6,3,clear,51237,Macauley Library
3,Selection Spectrum 1,1,43.30709699,44.9780643,3362.1,7358.6,3.96,3.96,1894.9,4909.6,1.671,4565,6460,4823.4,51237_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51237_44k.wav,song,3,6,3,clear,51237,Macauley Library
1,Waveform 1,1,27.55130111,29.38000382,2984.2,7686.5,,,,,1.829,,,,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,3,6,3,clear,51239,Macauley Library
1,Spectrogram 1,1,27.55130111,29.38000382,2984.2,7686.5,4.946,2.173,3186.9,5598.6,1.829,3876,7062.9,7149,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,3,6,3,clear,51239,Macauley Library
1,Selection Spectrum 1,1,27.55130111,29.38000382,2984.2,7686.5,4.943,4.943,3186.9,5598.6,1.829,3876,7062.9,6976.8,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,3,6,3,clear,51239,Macauley Library
2,Waveform 1,1,12.3169841,14.12810314,2984.2,7415.2,,,,,1.811,,,,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,1,6,3,clear,51239,Macauley Library
2,Spectrogram 1,1,12.3169841,14.12810314,2984.2,7415.2,4.916,2.275,3273,5168,1.811,3789.8,7062.9,7062.9,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,1,6,3,clear,51239,Macauley Library
2,Selection Spectrum 1,1,12.3169841,14.12810314,2984.2,7415.2,4.914,4.914,3273,5168,1.811,3789.8,7062.9,6976.8,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,1,6,3,clear,51239,Macauley Library
3,Waveform 1,1,20.13802673,21.96513092,2984.2,7415.2,,,,,1.827,,,,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,2,6,3,clear,51239,Macauley Library
3,Spectrogram 1,1,20.13802673,21.96513092,2984.2,7415.2,4.997,2.167,3273,4995.7,1.827,3703.7,6976.8,7062.9,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,2,6,3,clear,51239,Macauley Library
3,Selection Spectrum 1,1,20.13802673,21.96513092,2984.2,7415.2,4.998,4.998,3273,4995.7,1.827,3703.7,6976.8,4737.3,51239_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/51239_44k.wav,song,2,6,3,clear,51239,Macauley Library
1,Waveform 1,1,85.93121597,87.43762889,2931.9,6802.8,,,,,1.506,,,,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,5,6,3,clear,62228,Macauley Library
1,Spectrogram 1,1,85.93121597,87.43762889,2931.9,6802.8,4.556,2.62,2584,5770.9,1.506,4048.2,6632.2,6632.2,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,5,6,3,clear,62228,Macauley Library
1,Selection Spectrum 1,1,85.93121597,87.43762889,2931.9,6802.8,4.557,4.557,2584,5770.9,1.506,4048.2,6632.2,6546.1,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,5,6,3,clear,62228,Macauley Library
3,Waveform 1,1,73.99785225,75.54991405,2981.5,6802.8,,,,,1.552,,,,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,4,6,3,clear,62228,Macauley Library
3,Spectrogram 1,1,73.99785225,75.54991405,2981.5,6802.8,4.354,2.684,2497.9,5684.8,1.552,4134.4,6632.2,6546.1,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,4,6,3,clear,62228,Macauley Library
3,Selection Spectrum 1,1,73.99785225,75.54991405,2981.5,6802.8,4.355,4.355,2497.9,5684.8,1.552,4134.4,6632.2,6546.1,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,4,6,3,clear,62228,Macauley Library
4,Waveform 1,1,14.65110597,16.27077785,2783,6852.4,,,,,1.62,,,,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,1,6,3,clear,62228,Macauley Library
4,Spectrogram 1,1,14.65110597,16.27077785,2783,6852.4,4.948,2.684,3100.8,4995.7,1.62,3531.4,6632.2,4909.6,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,1,6,3,clear,62228,Macauley Library
4,Selection Spectrum 1,1,14.65110597,16.27077785,2783,6852.4,4.941,4.941,3100.8,4995.7,1.62,3531.4,6632.2,4909.6,62228_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/62228_44k.wav,song,1,6,3,clear,62228,Macauley Library
1,Waveform 1,1,84.0571503,85.35761913,2997.3,6484,,,,,1.3,,,,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,5,10,2,clear,111134,Macauley Library
1,Spectrogram 1,1,84.0571503,85.35761913,2997.3,6484,4.373,3.078,1722.7,5254.1,1.3,3962.1,5684.8,5426.4,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,5,10,2,clear,111134,Macauley Library
1,Selection Spectrum 1,1,84.0571503,85.35761913,2997.3,6484,4.379,4.379,1722.7,5254.1,1.3,3962.1,5684.8,5426.4,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,5,10,2,clear,111134,Macauley Library
2,Waveform 1,1,49.36759811,50.6699794,2691.5,6300.5,,,,,1.302,,,,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,3,10,2,clear,111134,Macauley Library
2,Spectrogram 1,1,49.36759811,50.6699794,2691.5,6300.5,4.472,3.124,1808.8,5081.8,1.302,3789.8,5598.6,3962.1,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,3,10,2,clear,111134,Macauley Library
2,Selection Spectrum 1,1,49.36759811,50.6699794,2691.5,6300.5,4.48,4.48,1808.8,5081.8,1.302,3789.8,5598.6,5340.2,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,3,10,2,clear,111134,Macauley Library
3,Waveform 1,1,73.72535038,75.25302973,2875,6422.8,,,,,1.528,,,,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,4,11,2,clear,111134,Macauley Library
3,Spectrogram 1,1,73.72535038,75.25302973,2875,6422.8,4.56,3.274,1808.8,4823.4,1.528,3789.8,5598.6,3876,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,4,11,2,clear,111134,Macauley Library
3,Selection Spectrum 1,1,73.72535038,75.25302973,2875,6422.8,4.557,4.557,1808.8,4823.4,1.528,3789.8,5598.6,4823.4,111134_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/111134_44k.wav,song,4,11,2,clear,111134,Macauley Library
1,Waveform 1,1,60.98742766,62.91360382,3383.8,7980.1,,,,,1.926,,,,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,5,13,4,clear,118756,Macauley Library
1,Spectrogram 1,1,60.98742766,62.91360382,3383.8,7980.1,3.624,2.056,1378.1,5081.8,1.926,3962.1,5340.2,4478.9,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,5,13,4,clear,118756,Macauley Library
1,Selection Spectrum 1,1,60.98742766,62.91360382,3383.8,7980.1,3.622,3.622,1378.1,5081.8,1.926,3962.1,5340.2,5168,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,5,13,4,clear,118756,Macauley Library
2,Waveform 1,1,82.16735261,84.17139334,3544.1,7873.2,,,,,2.004,,,,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,7,13,4,clear,118756,Macauley Library
2,Spectrogram 1,1,82.16735261,84.17139334,3544.1,7873.2,4.84,2.077,2842.4,5081.8,2.004,3789.8,6632.2,4478.9,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,7,13,4,clear,118756,Macauley Library
2,Selection Spectrum 1,1,82.16735261,84.17139334,3544.1,7873.2,4.831,4.831,2756.2,5081.8,2.004,3789.8,6546.1,3876,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,7,13,4,clear,118756,Macauley Library
3,Waveform 1,1,71.24178933,73.20336033,3490.7,8033.5,,,,,1.962,,,,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,6,13,4,clear,118756,Macauley Library
3,Spectrogram 1,1,71.24178933,73.20336033,3490.7,8033.5,4.552,2.088,2842.4,5254.1,1.962,3876,6718.4,5254.1,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,6,13,4,clear,118756,Macauley Library
3,Selection Spectrum 1,1,71.24178933,73.20336033,3490.7,8033.5,4.552,4.552,2842.4,5254.1,1.962,3876,6718.4,5254.1,118756_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/118756_44k.wav,song,6,13,4,clear,118756,Macauley Library
1,Waveform 1,1,336.9155091,338.6516036,3562.7,7615.9,,,,,1.736,,,,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,17,12,4,clear,130940,Macauley Library
1,Spectrogram 1,1,336.9155091,338.6516036,3562.7,7615.9,4.088,2.061,1981.1,4995.7,1.736,4651.2,6632.2,4995.7,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,17,12,4,clear,130940,Macauley Library
1,Selection Spectrum 1,1,336.9155091,338.6516036,3562.7,7615.9,4.083,4.083,1894.9,4995.7,1.736,4737.3,6632.2,4909.6,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,17,12,4,clear,130940,Macauley Library
3,Waveform 1,1,8.67060199,10.16212762,3558.6,7923.5,,,,,1.492,,,,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,1,10,4,clear,130940,Macauley Library
3,Spectrogram 1,1,8.67060199,10.16212762,3558.6,7923.5,4.093,1.813,1981.1,5512.5,1.492,4909.6,6890.6,5512.5,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,1,10,4,clear,130940,Macauley Library
3,Selection Spectrum 1,1,8.67060199,10.16212762,3558.6,7923.5,4.089,4.089,1981.1,5512.5,1.492,4909.6,6890.6,4909.6,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,1,10,4,clear,130940,Macauley Library
4,Waveform 1,1,449.7537485,451.5208447,3647.7,7789.9,,,,,1.767,,,,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,22,12,4,clear,130940,Macauley Library
4,Spectrogram 1,1,449.7537485,451.5208447,3647.7,7789.9,3.594,1.953,1550.4,5081.8,1.767,4909.6,6460,5512.5,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,22,12,4,clear,130940,Macauley Library
4,Selection Spectrum 1,1,449.7537485,451.5208447,3647.7,7789.9,3.591,3.591,1550.4,5081.8,1.767,4909.6,6460,4995.7,130940_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/130940_44k.wav,song,22,12,4,clear,130940,Macauley Library
1,Waveform 1,1,510.1647617,511.9178832,3942,9019.3,,,,,1.753,,,,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,25,12,5,clear,195071,Macauley Library
1,Spectrogram 1,1,510.1647617,511.9178832,3942,9019.3,3.978,2.319,2153.3,5512.5,1.753,4909.6,7062.9,5512.5,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,25,12,5,clear,195071,Macauley Library
1,Selection Spectrum 1,1,510.1647617,511.9178832,3942,9019.3,3.98,3.98,2153.3,5512.5,1.753,4909.6,7062.9,5512.5,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,25,12,5,clear,195071,Macauley Library
2,Waveform 1,1,384.3829784,385.9421271,3808.3,8551.6,,,,,1.559,,,,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,22,11,5,clear,195071,Macauley Library
2,Spectrogram 1,1,384.3829784,385.9421271,3808.3,8551.6,4.261,2.143,1981.1,6287.7,1.559,5081.8,7062.9,6976.8,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,22,11,5,clear,195071,Macauley Library
2,Selection Spectrum 1,1,384.3829784,385.9421271,3808.3,8551.6,4.26,4.26,1981.1,6287.7,1.559,5081.8,7062.9,6976.8,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,22,11,5,clear,195071,Macauley Library
4,Waveform 1,1,311.3555867,312.9610093,2806.2,9820.9,,,,,1.605,,,,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,17,11,5,clear,195071,Macauley Library
4,Spectrogram 1,1,311.3555867,312.9610093,2806.2,9820.9,4.237,2.278,2153.3,6115.4,1.605,4909.6,7062.9,6976.8,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,17,11,5,clear,195071,Macauley Library
4,Selection Spectrum 1,1,311.3555867,312.9610093,2806.2,9820.9,4.235,4.235,2153.3,6115.4,1.605,4909.6,7062.9,6976.8,195071_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195071_44k.wav,song,17,11,5,clear,195071,Macauley Library
1,Waveform 1,1,52.79823367,54.21738745,3577.3,8751.9,,,,,1.419,,,,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,4,9,5,clear,195075,Macauley Library
1,Spectrogram 1,1,52.79823367,54.21738745,3577.3,8751.9,4.472,2.618,2411.7,5857,1.419,4478.9,6890.6,4995.7,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,4,9,5,clear,195075,Macauley Library
1,Selection Spectrum 1,1,52.79823367,54.21738745,3577.3,8751.9,4.461,4.461,2411.7,5857,1.419,4478.9,6890.6,5081.8,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,4,9,5,clear,195075,Macauley Library
2,Waveform 1,1,24.11862099,25.70473404,3605.6,8535.9,,,,,1.586,,,,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,2,10,5,clear,195075,Macauley Library
2,Spectrogram 1,1,24.11862099,25.70473404,3605.6,8535.9,4.516,2.536,2584,5943.2,1.586,4651.2,7235.2,6373.8,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,2,10,5,clear,195075,Macauley Library
2,Selection Spectrum 1,1,24.11862099,25.70473404,3605.6,8535.9,4.521,4.521,2584,5943.2,1.586,4651.2,7235.2,6373.8,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,2,10,5,clear,195075,Macauley Library
3,Waveform 1,1,61.78788032,63.44008142,3725.8,8175.1,,,,,1.652,,,,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,5,10,5,clear,195075,Macauley Library
3,Spectrogram 1,1,61.78788032,63.44008142,3725.8,8175.1,4.242,2.609,2325.6,5943.2,1.652,4565,6890.6,4995.7,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,5,10,5,clear,195075,Macauley Library
3,Selection Spectrum 1,1,61.78788032,63.44008142,3725.8,8175.1,4.243,4.243,2325.6,5943.2,1.652,4565,6890.6,4995.7,195075_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195075_44k.wav,song,5,10,5,clear,195075,Macauley Library
1,Waveform 1,1,44.02488455,45.40150581,3839.4,6957.2,,,,,1.377,,,,195218_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195218_44k.wav,song,3,7,4,clear,195218,Macauley Library
1,Spectrogram 1,1,44.02488455,45.40150581,3839.4,6957.2,4.299,2.096,1722.7,5254.1,1.377,4478.9,6201.6,5426.4,195218_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195218_44k.wav,song,3,7,4,clear,195218,Macauley Library
1,Selection Spectrum 1,1,44.02488455,45.40150581,3839.4,6957.2,4.298,4.298,1722.7,5254.1,1.377,4478.9,6201.6,5426.4,195218_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195218_44k.wav,song,3,7,4,clear,195218,Macauley Library
2,Waveform 1,1,97.68448403,99.07264122,3367,6910,,,,,1.388,,,,195218_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195218_44k.wav,song,7,7,4,clear,195218,Macauley Library
2,Spectrogram 1,1,97.68448403,99.07264122,3367,6910,4.14,2.196,1636.5,5340.2,1.388,4565,6201.6,5426.4,195218_44k.wav,/Users/irwinlab/Documents/TOWA song analysis ORE/Macauley Library/195218_44k.wav,song,7,7,4,clear,195218,Macauley Library
